date,year,month,operating_airline,operating_airline_iata_code,published_airline,published_airline_iata_code,geo_summary,geo_region,landing_aircraft_type,aircraft_body_type,aircraft_manufacturer,aircraft_model,landing_count,total_landed_weight
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,30.0,1410000.0
2018-09-01,2018.0,9.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,125.0,17787978.0
2018-09-01,2018.0,9.0,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,30.0,16620000.0
2018-09-01,2018.0,9.0,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B739,3.0,491700.0
2018-09-01,2018.0,9.0,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Passenger,Wide Body,Airbus,A359,16.0,7301712.0
2018-09-01,2018.0,9.0,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A333,9.0,3710376.0
2018-09-01,2018.0,9.0,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,30.0,12235650.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,60.0,8778000.0
2018-09-01,2018.0,9.0,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B738,283.0,40901600.0
2018-09-01,2018.0,9.0,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,29.0,16066000.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,27.0,8640000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,29.0,11020000.0
2018-09-01,2018.0,9.0,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E175,138.0,10374564.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,118.0,65372000.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,282.0,44358600.0
2018-09-01,2018.0,9.0,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,30.0,25860210.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,7.0,1386000.0
2018-09-01,2018.0,9.0,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,30.0,25529520.0
2018-09-01,2018.0,9.0,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A320,17.0,2479759.0
2018-09-01,2018.0,9.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,15.0,10230000.0
2018-09-01,2018.0,9.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,53.0,22525000.0
2018-09-01,2018.0,9.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,55.0,8164180.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Airbus,A332,12.0,4761600.0
2018-09-01,2018.0,9.0,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,9.0,1162800.0
2018-09-01,2018.0,9.0,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,21.0,5712000.0
2018-09-01,2018.0,9.0,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A359,1.0,456357.0
2018-09-01,2018.0,9.0,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,13.0,7202000.0
2018-09-01,2018.0,9.0,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B789,13.0,5525000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B773,59.0,32686000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1347.0,189151028.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,77.0,10949246.0
2018-09-01,2018.0,9.0,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,9.0,3584715.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A321,5.0,857600.0
2018-09-01,2018.0,9.0,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,3.0,1380312.0
2018-09-01,2018.0,9.0,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,117.0,8786700.0
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,65.0,4872205.0
2018-09-01,2018.0,9.0,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,5.0,3260000.0
2018-09-01,2018.0,9.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,20.0,3430400.0
2018-09-01,2018.0,9.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,7.0,3996979.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,359.0,80416000.0
2018-09-01,2018.0,9.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B773,4.0,2216000.0
2018-09-01,2018.0,9.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A333,1.0,412264.0
2018-09-01,2018.0,9.0,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,13.0,5158816.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,517.0,102366000.0
2018-09-01,2018.0,9.0,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,25.0,13850000.0
2018-09-01,2018.0,9.0,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,26.0,16506000.0
2018-09-01,2018.0,9.0,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,1.0,128000.0
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,208.0,13936000.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B777,1.0,460000.0
2018-09-01,2018.0,9.0,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,49.0,7216181.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,1.0,470000.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,178.0,25632000.0
2018-09-01,2018.0,9.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,86.0,47644000.0
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E175,12.0,899484.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,15.0,6375000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,227.0,101255000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,3.0,1050000.0
2018-09-01,2018.0,9.0,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,30.0,16620000.0
2018-09-01,2018.0,9.0,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,1085.0,138880000.0
2018-09-01,2018.0,9.0,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,30.0,4369500.0
2018-09-01,2018.0,9.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,30.0,25899894.0
2018-09-01,2018.0,9.0,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,32.0,15744000.0
2018-09-01,2018.0,9.0,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,24.0,15984000.0
2018-09-01,2018.0,9.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,30.0,17129910.0
2018-09-01,2018.0,9.0,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Passenger,Wide Body,Boeing,B763,17.0,5440000.0
2018-09-01,2018.0,9.0,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,5.0,2350000.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,125.0,28000000.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,247.0,48906000.0
2018-09-01,2018.0,9.0,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A359,27.0,12321639.0
2018-09-01,2018.0,9.0,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,22.0,8972810.0
2018-09-01,2018.0,9.0,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,1.0,137789.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,63.0,9216900.0
2018-09-01,2018.0,9.0,Iberia,IB,Iberia,IB,Domestic,Europe,Passenger,Wide Body,Airbus,A332,12.0,4761984.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B773,24.0,13296000.0
2018-09-01,2018.0,9.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,25.0,19075000.0
2018-09-01,2018.0,9.0,China Eastern,MU,China Eastern,MU,Domestic,US,Passenger,Wide Body,Boeing,B773,1.0,554000.0
2018-09-01,2018.0,9.0,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A332,12.0,4748757.0
2018-09-01,2018.0,9.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A332,12.0,4814892.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,5.0,710990.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,21.0,2893569.0
2018-09-01,2018.0,9.0,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,59.0,23673219.0
2018-09-01,2018.0,9.0,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,17.0,7225000.0
2018-09-01,2018.0,9.0,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,30.0,16620000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,75.0,34500000.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B789,9.0,3825000.0
2018-09-01,2018.0,9.0,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,85.0,12281400.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,5.0,710990.0
2018-09-01,2018.0,9.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,171.0,24624000.0
2018-09-01,2018.0,9.0,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,5.0,42500.0
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,601.0,45049157.0
2018-09-01,2018.0,9.0,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,8.0,3183474.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,147.0,62475000.0
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E175,379.0,28408703.0
2018-09-01,2018.0,9.0,French Bee,BF,French Bee,BF,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,13.0,5932641.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,325.0,35750000.0
2018-09-01,2018.0,9.0,Alaska Airlines,AS,Alaska Airlines,AS,International,US,Passenger,Narrow Body,Airbus,A321,232.0,40508592.0
2018-09-01,2018.0,9.0,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,372.0,63805440.0
2018-09-01,2018.0,9.0,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A332,4.0,1591737.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,29.0,12325000.0
2018-09-01,2018.0,9.0,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B744,29.0,18270000.0
2018-09-01,2018.0,9.0,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,7.0,3878000.0
2018-09-01,2018.0,9.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A319,5.0,688940.0
2018-09-01,2018.0,9.0,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,30.0,20640000.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B764,23.0,8050000.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,819.0,140458500.0
2018-09-01,2018.0,9.0,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,B763,1.0,320000.0
2018-09-01,2018.0,9.0,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,71.0,10129128.0
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,1233.0,57951000.0
2018-09-01,2018.0,9.0,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,30.0,13690710.0
2018-09-01,2018.0,9.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,43.0,18275000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,24.0,9120000.0
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,18.0,1349226.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,30.0,11400000.0
2018-09-01,2018.0,9.0,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,53.0,3978025.0
2018-09-01,2018.0,9.0,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,30.0,16620000.0
2018-09-01,2018.0,9.0,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,30.0,16620000.0
2018-09-01,2018.0,9.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A319,341.0,46985708.0
2018-09-01,2018.0,9.0,French Bee,BF,French Bee,BF,International,Europe,Passenger,Wide Body,Airbus,A359,11.0,5019927.0
2018-09-01,2018.0,9.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,4.0,537928.0
2018-09-01,2018.0,9.0,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,30.0,25860210.0
2018-09-01,2018.0,9.0,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,212.0,15937736.0
2018-09-01,2018.0,9.0,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A343,30.0,12698612.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,45.0,19125000.0
2018-09-01,2018.0,9.0,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,73.0,9431600.0
2018-09-01,2018.0,9.0,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B789,17.0,7225000.0
2018-09-01,2018.0,9.0,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Airbus,A359,30.0,13558440.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,1304.0,205286400.0
2018-09-01,2018.0,9.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Freighter,Wide Body,Boeing,B772,1.0,575000.0
2018-09-01,2018.0,9.0,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,6.0,2760624.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,10.0,5540000.0
2018-09-01,2018.0,9.0,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,22.0,14340000.0
2018-09-01,2018.0,9.0,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,30.0,18900000.0
2018-09-01,2018.0,9.0,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,57.0,31578000.0
2018-09-01,2018.0,9.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,54.0,7718376.0
2018-09-01,2018.0,9.0,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,30.0,16620000.0
2018-09-01,2018.0,9.0,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,40.0,13040000.0
2018-09-01,2018.0,9.0,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,5.0,3260000.0
2018-09-01,2018.0,9.0,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B773,1.0,554000.0
2018-09-01,2018.0,9.0,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B763,19.0,6080000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,24.0,3775200.0
2018-09-01,2018.0,9.0,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,97.0,7270829.0
2018-09-01,2018.0,9.0,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,16.0,2347300.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,34.0,4572388.0
2018-09-01,2018.0,9.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,3.0,514560.0
2018-09-01,2018.0,9.0,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,30.0,16620000.0
2018-09-01,2018.0,9.0,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,60.0,8778000.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1.0,142198.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,17.0,2674100.0
2018-09-01,2018.0,9.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,B738,120.0,18336000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,1428.0,208916400.0
2018-09-01,2018.0,9.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,13.0,6396000.0
2018-09-01,2018.0,9.0,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,18.0,9972000.0
2018-09-01,2018.0,9.0,Finnair,AY,Finnair,AY,International,Asia,Passenger,Wide Body,Airbus,A333,2.0,824528.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B788,19.0,7220000.0
2018-09-01,2018.0,9.0,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Passenger,Narrow Body,Airbus,A320,26.0,3710376.0
2018-09-01,2018.0,9.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A320,1140.0,162783655.0
2018-09-01,2018.0,9.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,119.0,18564700.0
2018-09-01,2018.0,9.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,45.0,24930000.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,46.0,6729800.0
2018-09-01,2018.0,9.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,230.0,33649000.0
2018-09-01,2018.0,9.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,40.0,12400000.0
2018-09-01,2018.0,9.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,26.0,3700455.0
2018-09-01,2018.0,9.0,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,35.0,2626589.0
2018-09-01,2018.0,9.0,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,5.0,688945.0
2018-08-01,2018.0,8.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,93.0,51522000.0
2018-08-01,2018.0,8.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A319,1.0,137700.0
2018-08-01,2018.0,8.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,23.0,3093086.0
2018-08-01,2018.0,8.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1660.0,233566413.0
2018-08-01,2018.0,8.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,1445.0,211403500.0
2018-08-01,2018.0,8.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,26.0,3716990.0
2018-08-01,2018.0,8.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B764,29.0,10150000.0
2018-08-01,2018.0,8.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,12.0,1613784.0
2018-08-01,2018.0,8.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,31.0,17174000.0
2018-08-01,2018.0,8.0,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,117.0,8769969.0
2018-08-01,2018.0,8.0,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,25.0,15869000.0
2018-08-01,2018.0,8.0,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,31.0,13175000.0
2018-08-01,2018.0,8.0,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,24.0,9788520.0
2018-08-01,2018.0,8.0,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,23.0,195500.0
2018-08-01,2018.0,8.0,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,31.0,12643505.0
2018-08-01,2018.0,8.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B789,3.0,1275000.0
2018-08-01,2018.0,8.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,2.0,396000.0
2018-08-01,2018.0,8.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A319,4.0,551152.0
2018-08-01,2018.0,8.0,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,238.0,15946000.0
2018-08-01,2018.0,8.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,18.0,8856000.0
2018-08-01,2018.0,8.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,81.0,11584178.0
2018-08-01,2018.0,8.0,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,62.0,28520000.0
2018-08-01,2018.0,8.0,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,30.0,2248710.0
