date,year,month,operating_airline,operating_airline_iata_code,published_airline,published_airline_iata_code,geo_summary,geo_region,landing_aircraft_type,aircraft_body_type,aircraft_manufacturer,aircraft_model,landing_count,total_landed_weight
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,108.0,15357600.0
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,6.0,806400.0
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,777,1.0,492000.0
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,29.0,9280000.0
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,22.0,7040000.0
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,43.0,12685000.0
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,1.0,224000.0
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,346.0,68508000.0
2012-05-01,2012.0,5.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,129.0,18872700.0
2012-05-01,2012.0,5.0,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,22.0,14652000.0
2012-05-01,2012.0,5.0,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,31.0,19530000.0
2012-05-01,2012.0,5.0,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,3.0,1998000.0
2012-05-01,2012.0,5.0,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,62.0,39060000.0
2012-05-01,2012.0,5.0,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,62.0,39060000.0
2012-05-01,2012.0,5.0,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,31.0,14260000.0
2012-05-01,2012.0,5.0,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,7.0,4662000.0
2012-05-01,2012.0,5.0,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,412.0,46968000.0
2012-05-01,2012.0,5.0,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,31.0,434000.0
2012-05-01,2012.0,5.0,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,2.0,22600.0
2012-05-01,2012.0,5.0,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,16.0,174400.0
2012-05-01,2012.0,5.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,1.0,130000.0
2012-05-01,2012.0,5.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,64.0,19840000.0
2012-05-01,2012.0,5.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,108.0,29160000.0
2012-05-01,2012.0,5.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,143.0,28314000.0
2012-05-01,2012.0,5.0,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,665.0,95760000.0
2012-05-01,2012.0,5.0,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,31.0,17174000.0
2012-05-01,2012.0,5.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,3.0,438900.0
2012-05-01,2012.0,5.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,3.0,438900.0
2012-05-01,2012.0,5.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,21.0,3024000.0
2012-05-01,2012.0,5.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,62.0,8928000.0
2012-05-01,2012.0,5.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,62.0,8010400.0
2012-05-01,2012.0,5.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,38.0,4598000.0
2012-05-01,2012.0,5.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,202.0,24442000.0
2012-05-01,2012.0,5.0,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,154.0,19712000.0
2012-05-01,2012.0,5.0,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,10.0,4700000.0
2012-05-01,2012.0,5.0,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,12.0,7560000.0
2012-05-01,2012.0,5.0,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,10.0,4601000.0
2012-05-01,2012.0,5.0,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,31.0,18512451.0
2012-05-01,2012.0,5.0,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,31.0,19530000.0
2012-05-01,2012.0,5.0,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,20.0,520000.0
2012-05-01,2012.0,5.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,96.0,9312000.0
2012-05-01,2012.0,5.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,29.0,4973500.0
2012-05-01,2012.0,5.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,27.0,3839400.0
2012-05-01,2012.0,5.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,59.0,8360100.0
2012-05-01,2012.0,5.0,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,35.0,4707500.0
2012-05-01,2012.0,5.0,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A330,9.0,3611133.0
2012-05-01,2012.0,5.0,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,31.0,3968000.0
2012-05-01,2012.0,5.0,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,46.0,12523000.0
2012-05-01,2012.0,5.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,191.0,12797000.0
2012-05-01,2012.0,5.0,Southern Air,9S,Southern Air,9S,Domestic,US,Freighter,Wide Body,Boeing,747,3.0,1956000.0
2012-05-01,2012.0,5.0,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,158.0,22451800.0
2012-05-01,2012.0,5.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,1859.0,47962200.0
2012-05-01,2012.0,5.0,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,1.0,137700.0
2012-05-01,2012.0,5.0,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,31.0,17173969.0
2012-05-01,2012.0,5.0,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A330,1.0,396381.0
2012-05-01,2012.0,5.0,World Airways,WO,World Airways,WO,Domestic,US,Freighter,Wide Body,Boeing,747,16.0,10432000.0
2012-05-01,2012.0,5.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,152.0,10184000.0
2012-05-01,2012.0,5.0,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,31.0,4535300.0
2012-05-01,2012.0,5.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,188.0,14118800.0
2012-05-01,2012.0,5.0,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,31.0,4005200.0
2012-05-01,2012.0,5.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A340,2.0,1142000.0
2012-05-01,2012.0,5.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A330,6.0,2473590.0
2012-05-01,2012.0,5.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,31.0,19530000.0
2012-05-01,2012.0,5.0,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,53.0,7536494.0
2012-05-01,2012.0,5.0,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1121.0,159403958.0
2012-05-01,2012.0,5.0,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,13.0,1791257.0
2012-05-01,2012.0,5.0,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,360.0,49604040.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,72.0,10238400.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,36.0,5119200.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,896.0,127411200.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,91.0,12530700.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,66.0,9088200.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,622.0,85649400.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,93.0,42780000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,62.0,28520000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,1.0,460000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,73.0,32485000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,270.0,86400000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,757,8.0,1584000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,1160.0,229680000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,28.0,17640000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,31.0,19530000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,148.0,93240000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,1.0,630000.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,1.0,157300.0
2012-05-01,2012.0,5.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,30.0,4389000.0
2012-05-01,2012.0,5.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,26.0,9100000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,95.0,13508810.0
2012-04-01,2012.0,4.0,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,1.0,198000.0
2012-04-01,2012.0,4.0,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,30.0,16619970.0
2012-04-01,2012.0,4.0,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,117.0,16625700.0
2012-04-01,2012.0,4.0,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,88.0,5434000.0
2012-04-01,2012.0,4.0,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,6.0,853200.0
2012-04-01,2012.0,4.0,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,1.0,137700.0
2012-04-01,2012.0,4.0,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,273.0,46819500.0
2012-04-01,2012.0,4.0,World Airways,WO,World Airways,WO,Domestic,US,Freighter,Wide Body,Boeing,747,17.0,10710000.0
2012-04-01,2012.0,4.0,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,2.0,292600.0
2012-04-01,2012.0,4.0,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,2.0,258400.0
2012-04-01,2012.0,4.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A340,2.0,1142000.0
2012-04-01,2012.0,4.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A330,6.0,2473590.0
2012-04-01,2012.0,4.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,30.0,18900000.0
2012-04-01,2012.0,4.0,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,54.0,7678692.0
2012-04-01,2012.0,4.0,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1082.0,153858236.0
2012-04-01,2012.0,4.0,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,11.0,1515679.0
2012-04-01,2012.0,4.0,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,320.0,44092480.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,81.0,11518038.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,901.0,128120398.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,59.0,8129433.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,26.0,3582462.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,622.0,85703514.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,85.0,39100000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,60.0,27600000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,83.0,36935000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,219.0,70080000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,757,4.0,792000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,757,1.0,198000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,1146.0,226908000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,30.0,18900000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,30.0,18900000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,150.0,94500000.0
2012-04-01,2012.0,4.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,30.0,4389000.0
2012-04-01,2012.0,4.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,27.0,9450000.0
2012-04-01,2012.0,4.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,1.0,300000.0
2012-04-01,2012.0,4.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,34.0,7616000.0
2012-04-01,2012.0,4.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,42.0,8316000.0
2012-04-01,2012.0,4.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,200.0,31460000.0
2012-04-01,2012.0,4.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,38.0,5597400.0
2012-04-01,2012.0,4.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,419.0,61177800.0
2012-04-01,2012.0,4.0,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,54.0,6976800.0
2012-04-01,2012.0,4.0,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,24.0,3412800.0
2012-04-01,2012.0,4.0,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,18.0,2475000.0
2012-04-01,2012.0,4.0,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,30.0,12566340.0
2012-04-01,2012.0,4.0,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,2.0,292600.0
2012-04-01,2012.0,4.0,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,24.0,3100800.0
2012-04-01,2012.0,4.0,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,825.0,105600000.0
2012-04-01,2012.0,4.0,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,57.0,6270000.0
2012-04-01,2012.0,4.0,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,350.0,39900000.0
2012-04-01,2012.0,4.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,1774.0,45769200.0
2012-04-01,2012.0,4.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,171.0,12842100.0
2012-04-01,2012.0,4.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,217.0,14539000.0
2012-04-01,2012.0,4.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,147.0,9849000.0
2012-04-01,2012.0,4.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,972.0,65124000.0
2012-04-01,2012.0,4.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,1.0,47000.0
2012-04-01,2012.0,4.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,58.0,2726000.0
2012-04-01,2012.0,4.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,1182.0,55554000.0
2012-04-01,2012.0,4.0,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,60.0,33240000.0
2012-04-01,2012.0,4.0,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,30.0,18900000.0
2012-04-01,2012.0,4.0,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,25.0,16300000.0
2012-04-01,2012.0,4.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,30.0,25860000.0
2012-04-01,2012.0,4.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,30.0,17130000.0
2012-04-01,2012.0,4.0,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,767,12.0,3840000.0
2012-04-01,2012.0,4.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,30.0,13800000.0
2012-04-01,2012.0,4.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,13.0,9893000.0
2012-04-01,2012.0,4.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,8.0,5216000.0
2012-04-01,2012.0,4.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,8.0,5224000.0
2012-04-01,2012.0,4.0,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,30.0,18861600.0
2012-04-01,2012.0,4.0,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,322.0,45788400.0
2012-04-01,2012.0,4.0,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,30.0,13890000.0
2012-04-01,2012.0,4.0,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,28.0,11228000.0
2012-04-01,2012.0,4.0,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,2.0,640000.0
2012-04-01,2012.0,4.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,23.0,3270554.0
2012-04-01,2012.0,4.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,103.0,13853500.0
2012-04-01,2012.0,4.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,15.0,1897500.0
2012-04-01,2012.0,4.0,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,1.0,273400.0
2012-04-01,2012.0,4.0,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,19.0,5083400.0
2012-04-01,2012.0,4.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,36.0,19944000.0
2012-04-01,2012.0,4.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,9.0,5868000.0
2012-04-01,2012.0,4.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,747,2.0,1260000.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,68.0,9656000.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,1.0,412200.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,81.0,11518200.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,3.0,403200.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,21.0,6720000.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,3.0,960000.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,23.0,6785000.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,394.0,78012000.0
2012-04-01,2012.0,4.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,119.0,17409700.0
2012-04-01,2012.0,4.0,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,22.0,14652000.0
2012-04-01,2012.0,4.0,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,30.0,18900000.0
