Date,Year,Month,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Landing Count,Total Landed Weight
9/1/2018,2018,9,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,30,1410000
9/1/2018,2018,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,125,17787978
9/1/2018,2018,9,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000
9/1/2018,2018,9,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B739,3,491700
9/1/2018,2018,9,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Passenger,Wide Body,Airbus,A359,16,7301712
9/1/2018,2018,9,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A333,9,3710376
9/1/2018,2018,9,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,30,12235650
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,60,8778000
9/1/2018,2018,9,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B738,283,40901600
9/1/2018,2018,9,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,29,16066000
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,27,8640000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,29,11020000
9/1/2018,2018,9,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E175,138,10374564
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,118,65372000
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,282,44358600
9/1/2018,2018,9,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,30,25860210
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,7,1386000
9/1/2018,2018,9,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,30,25529520
9/1/2018,2018,9,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A320,17,2479759
9/1/2018,2018,9,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,15,10230000
9/1/2018,2018,9,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,53,22525000
9/1/2018,2018,9,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,55,8164180
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Airbus,A332,12,4761600
9/1/2018,2018,9,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,9,1162800
9/1/2018,2018,9,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,21,5712000
9/1/2018,2018,9,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A359,1,456357
9/1/2018,2018,9,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,13,7202000
9/1/2018,2018,9,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B789,13,5525000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B773,59,32686000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1347,189151028
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,77,10949246
9/1/2018,2018,9,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,9,3584715
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A321,5,857600
9/1/2018,2018,9,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,3,1380312
9/1/2018,2018,9,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,117,8786700
9/1/2018,2018,9,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,65,4872205
9/1/2018,2018,9,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,5,3260000
9/1/2018,2018,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,20,3430400
9/1/2018,2018,9,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,7,3996979
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,359,80416000
9/1/2018,2018,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B773,4,2216000
9/1/2018,2018,9,Swissport USA,,Swissport USA,,International,Asia,Freighter,Wide Body,,A124,1,727500
9/1/2018,2018,9,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A333,1,412264
9/1/2018,2018,9,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,13,5158816
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,517,102366000
9/1/2018,2018,9,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,25,13850000
9/1/2018,2018,9,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,26,16506000
9/1/2018,2018,9,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,1,128000
9/1/2018,2018,9,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,208,13936000
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B777,1,460000
9/1/2018,2018,9,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,49,7216181
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,1,470000
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,178,25632000
9/1/2018,2018,9,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,86,47644000
9/1/2018,2018,9,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E175,12,899484
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,15,6375000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,227,101255000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,3,1050000
9/1/2018,2018,9,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,30,16620000
9/1/2018,2018,9,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,1085,138880000
9/1/2018,2018,9,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,30,4369500
9/1/2018,2018,9,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,30,25899894
9/1/2018,2018,9,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,32,15744000
9/1/2018,2018,9,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,24,15984000
9/1/2018,2018,9,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,30,17129910
9/1/2018,2018,9,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Passenger,Wide Body,Boeing,B763,17,5440000
9/1/2018,2018,9,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,5,2350000
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,125,28000000
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,247,48906000
9/1/2018,2018,9,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A359,27,12321639
9/1/2018,2018,9,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,22,8972810
9/1/2018,2018,9,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,1,137789
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,63,9216900
9/1/2018,2018,9,Iberia,IB,Iberia,IB,Domestic,Europe,Passenger,Wide Body,Airbus,A332,12,4761984
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B773,24,13296000
9/1/2018,2018,9,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,25,19075000
9/1/2018,2018,9,China Eastern,MU,China Eastern,MU,Domestic,US,Passenger,Wide Body,Boeing,B773,1,554000
9/1/2018,2018,9,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A332,12,4748757
9/1/2018,2018,9,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A332,12,4814892
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,5,710990
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,21,2893569
9/1/2018,2018,9,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,59,23673219
9/1/2018,2018,9,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,17,7225000
9/1/2018,2018,9,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,75,34500000
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B789,9,3825000
9/1/2018,2018,9,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,85,12281400
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,5,710990
9/1/2018,2018,9,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,171,24624000
9/1/2018,2018,9,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,5,42500
9/1/2018,2018,9,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,601,45049157
9/1/2018,2018,9,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,8,3183474
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,147,62475000
9/1/2018,2018,9,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E175,379,28408703
9/1/2018,2018,9,French Bee,BF,French Bee,BF,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,13,5932641
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,325,35750000
9/1/2018,2018,9,Alaska Airlines,AS,Alaska Airlines,AS,International,US,Passenger,Narrow Body,Airbus,A321,232,40508592
9/1/2018,2018,9,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,372,63805440
9/1/2018,2018,9,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A332,4,1591737
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,29,12325000
9/1/2018,2018,9,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B744,29,18270000
9/1/2018,2018,9,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,7,3878000
9/1/2018,2018,9,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A319,5,688940
9/1/2018,2018,9,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,30,20640000
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B764,23,8050000
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,819,140458500
9/1/2018,2018,9,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,B763,1,320000
9/1/2018,2018,9,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,71,10129128
9/1/2018,2018,9,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,1233,57951000
9/1/2018,2018,9,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,30,13690710
9/1/2018,2018,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,43,18275000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,24,9120000
9/1/2018,2018,9,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,18,1349226
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,30,11400000
9/1/2018,2018,9,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,53,3978025
9/1/2018,2018,9,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000
9/1/2018,2018,9,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000
9/1/2018,2018,9,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A319,341,46985708
9/1/2018,2018,9,French Bee,BF,French Bee,BF,International,Europe,Passenger,Wide Body,Airbus,A359,11,5019927
9/1/2018,2018,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,4,537928
9/1/2018,2018,9,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,30,25860210
9/1/2018,2018,9,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,212,15937736
9/1/2018,2018,9,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A343,30,12698612
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,45,19125000
9/1/2018,2018,9,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,73,9431600
9/1/2018,2018,9,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B789,17,7225000
9/1/2018,2018,9,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Airbus,A359,30,13558440
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,1304,205286400
9/1/2018,2018,9,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Freighter,Wide Body,Boeing,B772,1,575000
9/1/2018,2018,9,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,6,2760624
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,10,5540000
9/1/2018,2018,9,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,22,14340000
9/1/2018,2018,9,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,30,18900000
9/1/2018,2018,9,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,57,31578000
9/1/2018,2018,9,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,54,7718376
9/1/2018,2018,9,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,30,16620000
9/1/2018,2018,9,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,40,13040000
9/1/2018,2018,9,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,5,3260000
9/1/2018,2018,9,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B773,1,554000
9/1/2018,2018,9,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B763,19,6080000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,24,3775200
9/1/2018,2018,9,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,97,7270829
9/1/2018,2018,9,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,16,2347300
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,34,4572388
9/1/2018,2018,9,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,3,514560
9/1/2018,2018,9,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,30,16620000
9/1/2018,2018,9,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,60,8778000
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1,142198
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,17,2674100
9/1/2018,2018,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,B738,120,18336000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,1428,208916400
9/1/2018,2018,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,13,6396000
9/1/2018,2018,9,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,18,9972000
9/1/2018,2018,9,Finnair,AY,Finnair,AY,International,Asia,Passenger,Wide Body,Airbus,A333,2,824528
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B788,19,7220000
9/1/2018,2018,9,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Passenger,Narrow Body,Airbus,A320,26,3710376
9/1/2018,2018,9,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A320,1140,162783655
9/1/2018,2018,9,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,119,18564700
9/1/2018,2018,9,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,45,24930000
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,46,6729800
9/1/2018,2018,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,230,33649000
9/1/2018,2018,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,40,12400000
9/1/2018,2018,9,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,26,3700455
9/1/2018,2018,9,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,35,2626589
9/1/2018,2018,9,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,5,688945
8/1/2018,2018,8,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,93,51522000
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A319,1,137700
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,23,3093086
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1660,233566413
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,1445,211403500
8/1/2018,2018,8,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,26,3716990
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B764,29,10150000
8/1/2018,2018,8,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,12,1613784
8/1/2018,2018,8,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
8/1/2018,2018,8,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,117,8769969
8/1/2018,2018,8,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,25,15869000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,31,13175000
8/1/2018,2018,8,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,24,9788520
8/1/2018,2018,8,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,23,195500
8/1/2018,2018,8,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,31,12643505
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B789,3,1275000
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,2,396000
8/1/2018,2018,8,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A319,4,551152
8/1/2018,2018,8,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,238,15946000
8/1/2018,2018,8,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,18,8856000
8/1/2018,2018,8,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,81,11584178
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,62,28520000
8/1/2018,2018,8,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,30,2248710
8/1/2018,2018,8,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,239,26290000
8/1/2018,2018,8,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,31,13175000
8/1/2018,2018,8,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,94,13556700
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,41,15580000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,1,470000
8/1/2018,2018,8,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,62,34348000
8/1/2018,2018,8,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,90,6752760
8/1/2018,2018,8,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,31,1457000
8/1/2018,2018,8,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,5,3274000
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B763,1,320000
8/1/2018,2018,8,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B763,23,7378000
8/1/2018,2018,8,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,31,26775129
8/1/2018,2018,8,French Bee,BF,French Bee,BF,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,12,5476284
8/1/2018,2018,8,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,31,21328000
8/1/2018,2018,8,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,18,2325600
8/1/2018,2018,8,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,30,25860210
8/1/2018,2018,8,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B773,31,17174000
8/1/2018,2018,8,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,13,2229760
8/1/2018,2018,8,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Passenger,Wide Body,Boeing,B763,18,5760000
8/1/2018,2018,8,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B777,1,460000
8/1/2018,2018,8,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,58,23271978
8/1/2018,2018,8,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,31,17174000
