Date,Year,Month,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Landing Count,Total Landed Weight
10/1/2012,2012,10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,1752,45201600
10/1/2012,2012,10,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,277,20802700
10/1/2012,2012,10,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,139,9313000
10/1/2012,2012,10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,155,10385000
10/1/2012,2012,10,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,4,550800
10/1/2012,2012,10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,881,59027000
10/1/2012,2012,10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,91,4277000
10/1/2012,2012,10,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,1443,67821000
10/1/2012,2012,10,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,62,34348000
10/1/2012,2012,10,Servisair,,Servisair,,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,1,128000
10/1/2012,2012,10,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,9,3769866
10/1/2012,2012,10,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,22,13860000
10/1/2012,2012,10,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,2,1522000
10/1/2012,2012,10,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,16,10432000
10/1/2012,2012,10,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,31,26722000
10/1/2012,2012,10,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,31,17701000
10/1/2012,2012,10,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,767,17,5440000
10/1/2012,2012,10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,31,14260000
10/1/2012,2012,10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,29,22127000
10/1/2012,2012,10,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,1,652000
10/1/2012,2012,10,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,1,630000
10/1/2012,2012,10,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,3,1317234
10/1/2012,2012,10,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,27,16975440
10/1/2012,2012,10,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,323,45930600
10/1/2012,2012,10,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,31,14353000
10/1/2012,2012,10,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,30,12030000
10/1/2012,2012,10,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,1,320000
10/1/2012,2012,10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,3,284400
10/1/2012,2012,10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,24,3412752
10/1/2012,2012,10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,95,12777500
10/1/2012,2012,10,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,23,2909500
10/1/2012,2012,10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,8,2187200
10/1/2012,2012,10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,14,3737200
10/1/2012,2012,10,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,1,308700
10/1/2012,2012,10,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,31,17174000
10/1/2012,2012,10,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,9,5868000
10/1/2012,2012,10,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,747,10,6300000
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,75,10650000
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,78,11091444
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,1,134481
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,777,1,492000
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,30,9600000
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,15,4800000
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,47,13865000
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,1,224000
10/1/2012,2012,10,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,369,73062000
10/1/2012,2012,10,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,17,11322000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,777,64,29440000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,6,2760000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,777,57,25365000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,767,125,40000000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,938,185724000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,747,29,18270000
9/1/2012,2012,9,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,3,413100
9/1/2012,2012,9,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,85,5248750
9/1/2012,2012,9,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,1,198000
9/1/2012,2012,9,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,229,39273500
9/1/2012,2012,9,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,192,27283200
9/1/2012,2012,9,US Airways,US,US Airways,US,Domestic,US,Passenger,Wide Body,Boeing,767,1,278000
9/1/2012,2012,9,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,5,711000
9/1/2012,2012,9,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A330,3,1189143
9/1/2012,2012,9,World Airways,WO,World Airways,WO,Domestic,US,Freighter,Wide Body,Boeing,747,4,2608000
9/1/2012,2012,9,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,30,4389000
9/1/2012,2012,9,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,9,1162800
9/1/2012,2012,9,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,21,2530500
9/1/2012,2012,9,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A340,7,3997000
9/1/2012,2012,9,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,30,16619970
9/1/2012,2012,9,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A340,5,2085580
9/1/2012,2012,9,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000
9/1/2012,2012,9,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,27,3845960
9/1/2012,2012,9,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,1097,156341748
9/1/2012,2012,9,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,7,964509
9/1/2012,2012,9,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,355,48914385
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,46,6541200
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,48,6825600
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,990,140778000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,64,8812800
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,78,10740600
9/1/2012,2012,9,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,21,5712000
9/1/2012,2012,9,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,29,3712000
9/1/2012,2012,9,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A330,12,4814844
9/1/2012,2012,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,64,8608000
9/1/2012,2012,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,92,13082400
9/1/2012,2012,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,13,1848600
9/1/2012,2012,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,9,1543500
9/1/2012,2012,9,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,110,10670000
9/1/2012,2012,9,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,19,494000
9/1/2012,2012,9,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,30,18900000
9/1/2012,2012,9,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,30,17597975
9/1/2012,2012,9,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,30,13803000
9/1/2012,2012,9,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,19,11970000
9/1/2012,2012,9,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,3,1410000
9/1/2012,2012,9,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,122,15616000
9/1/2012,2012,9,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,99,11979000
9/1/2012,2012,9,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,32,3872000
9/1/2012,2012,9,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,43,5555600
9/1/2012,2012,9,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,2,258400
9/1/2012,2012,9,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,152,21888000
9/1/2012,2012,9,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,4,576000
9/1/2012,2012,9,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,32,4681600
9/1/2012,2012,9,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,22,3218600
9/1/2012,2012,9,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,30,16620000
9/1/2012,2012,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,612,88128000
9/1/2012,2012,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,65,12870000
9/1/2012,2012,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,88,23760000
9/1/2012,2012,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,81,25110000
9/1/2012,2012,9,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,2,260000
9/1/2012,2012,9,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,3,32700
9/1/2012,2012,9,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,15,169500
9/1/2012,2012,9,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,28,392000
9/1/2012,2012,9,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,9,5994000
9/1/2012,2012,9,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,30,13800000
9/1/2012,2012,9,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,767,20,5440000
9/1/2012,2012,9,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,60,37800000
9/1/2012,2012,9,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,30,18900000
9/1/2012,2012,9,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,1,666000
9/1/2012,2012,9,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,5,3815000
9/1/2012,2012,9,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,777,30,16590000
9/1/2012,2012,9,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,26,16380000
9/1/2012,2012,9,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,16,10656000
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,178,26041400
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,376,74448000
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,30,6720000
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,54,15930000
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,2,640000
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,29,9280000
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,7,941367
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,58,8247484
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,1,412600
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Airbus,A330,1,412600
9/1/2012,2012,9,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,64,9088000
9/1/2012,2012,9,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,9,5868000
9/1/2012,2012,9,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,43,23822000
9/1/2012,2012,9,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,2,617400
9/1/2012,2012,9,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,15,4011800
9/1/2012,2012,9,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,4,1093600
9/1/2012,2012,9,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,29,3668500
9/1/2012,2012,9,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,86,11567000
9/1/2012,2012,9,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,20,2843960
9/1/2012,2012,9,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,4,379200
9/1/2012,2012,9,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,3,885000
9/1/2012,2012,9,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,1,320000
9/1/2012,2012,9,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,26,10426000
9/1/2012,2012,9,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,30,13890000
9/1/2012,2012,9,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,330,46926000
9/1/2012,2012,9,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,30,18861600
9/1/2012,2012,9,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,6,3918000
9/1/2012,2012,9,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,10,6520000
9/1/2012,2012,9,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,14,10682000
9/1/2012,2012,9,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,30,13800000
9/1/2012,2012,9,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,767,13,4160000
9/1/2012,2012,9,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,29,16559000
9/1/2012,2012,9,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,29,24998000
9/1/2012,2012,9,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,12,7824000
9/1/2012,2012,9,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,14,10654000
9/1/2012,2012,9,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,14,8820000
9/1/2012,2012,9,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,16,6701984
9/1/2012,2012,9,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,60,33240000
9/1/2012,2012,9,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,1264,59408000
9/1/2012,2012,9,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,59,2773000
9/1/2012,2012,9,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,887,59429000
9/1/2012,2012,9,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,149,9983000
9/1/2012,2012,9,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,250,16750000
9/1/2012,2012,9,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,131,9838100
9/1/2012,2012,9,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,1719,44350200
9/1/2012,2012,9,Southern Air,9S,Southern Air,9S,International,Asia,Freighter,Wide Body,Boeing,747,11,7172000
9/1/2012,2012,9,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,254,28956000
9/1/2012,2012,9,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,98,10780000
9/1/2012,2012,9,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,841,107648000
9/1/2012,2012,9,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,25,3230000
9/1/2012,2012,9,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,13,1900400
9/1/2012,2012,9,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,30,12566340
9/1/2012,2012,9,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,12,1650000
9/1/2012,2012,9,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,30,4266000
9/1/2012,2012,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,8,880000
9/1/2012,2012,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,168,21676800
9/1/2012,2012,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,701,102220500
9/1/2012,2012,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,54,7954200
9/1/2012,2012,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,164,25797200
9/1/2012,2012,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,31,6138000
9/1/2012,2012,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,205,45920000
9/1/2012,2012,9,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,28,9800000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,20,2579200
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,4,514400
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,1,146300
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,26,3801500
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,6,883800
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Passenger,Narrow Body,Boeing,737,19,2988700
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Wide Body,Boeing,747,1,630000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Passenger,Wide Body,Boeing,747,143,90090000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,30,18900000
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,641,88265700
9/1/2012,2012,9,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Passenger,Wide Body,Boeing,777,89,40940000
8/1/2012,2012,8,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,87,5372250
8/1/2012,2012,8,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,148,21030800
8/1/2012,2012,8,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,281,48191500
8/1/2012,2012,8,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,1,137700
8/1/2012,2012,8,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,31,4408200
8/1/2012,2012,8,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,23,6256000
8/1/2012,2012,8,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,31,3968000
8/1/2012,2012,8,Air Berlin,AB,Air Berlin,AB,International,Europe,Passenger,Wide Body,Airbus,A330,14,5617318
8/1/2012,2012,8,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,1,319900
